Player,Position,Team(s),Date_of_Birth,Height,Weight,College,Years_Played
Shemar Jean-Charles,DB,SEA,6/20/1998,70,184,Appalachian State,5
Ty Okada,DB,SEA,6/4/1999,71,193,Montana State,1
Tyler Hall,DB,SEA,10/31/1998,70,190,Wyoming,4
Brandon Pili,DL,SEA,4/2/1999,75,334,USC,3
Byron Murphy II,DL,SEA,9/8/2002,72,306,Texas,2
Connor O'Toole,DL,SEA,8/27/2002,75,248,Utah,0
DeMarcus Lawrence,DL,SEA,4/28/1992,75,254,Boise State; Butler County JC,12
J.R. Singleton,DL,SEA,2/13/2002,73,299,Iowa State,0
Jalan Gaines,DL,SEA,,,,,
Jarran Reed,DL,SEA,12/16/1992,75,315,Alabama; East Mississippi JC,10
Johnathan Hankins,DL,SEA,3/30/1992,75,335,Ohio State,13
Leonard Williams,DL,SEA,6/20/1994,77,310,USC,11
Mike Morris,DL,SEA,4/22/2001,78,295,Michigan,3
Rylie Mills,DL,SEA,8/20/2001,77,296,Notre Dame,0
Wy'Kevious Thomas,DL,SEA,7/5/2000,74,303,South Alabama,0
Jason Myers,K,SEA,5/12/1991,70,190,Marist,11
Alphonzo Tuputala,LB,SEA,,,,,
Boye Mafe,LB,SEA,11/30/1998,76,261,Minnesota,4
Chazz Surratt,LB,SEA,2/16/1997,74,233,North Carolina,4
Connor O'Toole,LB,SEA,8/27/2002,75,248,Utah,0
D'Eryk Jackson,LB,SEA,,,,,
DeMarcus Lawrence,LB,SEA,4/28/1992,75,254,Boise State; Butler County JC,12
Derick Hall,LB,SEA,3/19/2001,75,254,Auburn,3
Drake Thomas,LB,SEA,2/25/2000,71,228,N.C. State,3
Ernest Jones,LB,SEA,11/22/1999,74,230,South Carolina,5
Jamie Sheriff,LB,SEA,8/18/2000,73,254,South Alabama; Mississippi Gulf Coast CC,1
Jared Ivey,LB,SEA,12/5/2001,78,274,Mississippi; Georgia Tech,0
Patrick O'Connell,LB,SEA,12/31/1998,73,231,Montana,2
Pooh Paul Jr.,LB,SEA,11/4/2002,73,235,Mississippi,0
Seth Coleman,LB,SEA,12/7/2000,77,250,Illinois,0
Tyrice Knight,LB,SEA,12/20/1999,72,233,Texas-El Paso; Independence Comm. College,2
Uchenna Nwosu,LB,SEA,12/28/1996,74,265,USC,8
Wesley Steiner,LB,SEA,,,,,
Chris Stoll,LS,SEA,8/3/1998,74,255,Penn State,3
Abraham Lucas,OL,SEA,10/15/1998,78,322,Washington State,4
Amari Kight,OL,SEA,12/21/2000,79,318,UCF; Alabama,0
Anthony Bradford,OL,SEA,4/28/2001,76,335,LSU,3
Bryce Cabeldue,OL,SEA,9/4/2001,76,306,Kansas,0
Charles Cross,OL,SEA,11/25/2000,77,317,Mississippi State,4
Christian Haynes,OL,SEA,4/13/2000,75,318,Connecticut,2
Federico Maranges,OL,SEA,10/5/2001,75,302,Florida Atlantic,0
Grey Zabel,OL,SEA,3/30/2002,78,316,North Dakota State,0
Jalen Sundell,OL,SEA,10/18/1999,77,300,North Dakota State,2
Josh Jones,OL,SEA,6/22/1997,79,339,Houston,6
Mason Richman,OL,SEA,5/7/2002,77,307,Iowa,0
Olu Oluwatimi,OL,SEA,8/5/1999,75,309,Michigan; Virginia,3
Michael Dickson,P,SEA,1/4/1996,74,208,Texas,8
Drew Lock,QB,SEA,11/10/1996,76,228,Missouri,7
Jalen Milroe,QB,SEA,12/13/2002,74,216,Alabama,0
Sam Darnold,QB,SEA,6/5/1997,75,225,USC,8
Brady Russell,RB,SEA,8/31/1998,75,250,Colorado,3
George Holani,RB,SEA,12/16/1999,70,210,Boise State,2
Jacardia Wright,RB,SEA,9/26/2000,72,218,Missouri State; Kansas State,0
Kenneth Walker III,RB,SEA,10/20/2000,69,211,Michigan State; Wake Forest,4
Kenny McIntosh,RB,SEA,3/3/2000,72,211,Georgia,3
Robbie Ouzts,RB,SEA,9/6/2002,75,274,Alabama,0
Zach Charbonnet,RB,SEA,1/8/2001,73,214,UCLA; Michigan,3
AJ Barner,TE,SEA,5/3/2002,78,251,Michigan; Indiana,2
Brady Russell,TE,SEA,8/31/1998,75,250,Colorado,3
Elijah Arroyo,TE,SEA,4/5/2003,77,254,Miami,0
Eric Saubert,TE,SEA,5/9/1994,77,253,Drake,8
Nick Kallerup,TE,SEA,3/27/2001,77,266,Minnesota,0
Cody White,WR,SEA,11/28/1998,75,227,Michigan State,4
Cooper Kupp,WR,SEA,6/15/1993,74,205,Eastern Washington,9
Courtney Jackson,WR,SEA,3/13/2001,71,189,Arkansas State,0
Dareke Young,WR,SEA,6/4/1999,74,224,Lenoir Rhyne,4
Jake Bobo,WR,SEA,8/4/1998,76,207,UCLA; Duke,3
Jaxon Smith-Njigba,WR,SEA,2/14/2002,72,197,Ohio State,3
Montorie Foster Jr,WR,SEA,8/3/2001,72,185,Michigan State,0
Ricky White III,WR,SEA,2/6/2002,73,181,UNLV; Michigan State,0
Tory Horton,WR,SEA,11/29/2002,74,196,Colorado State; Nevada,0
Tyrone Broden,WR,SEA,2/26/2001,77,194,Arkansas; Bowling Green,0
Damarion Williams,DB,"SEA, TB",7/15/1998,70,183,Houston,3
Jerrick Reed II,DB,"SEA, TEN",8/7/2000,69,196,New Mexico; Northwest Mississippi CC,3
Quandre Diggs,DB,"SEA, TEN",1/22/1993,69,198,Texas,11
Chase Lucas,DB,SF,3/4/1997,71,184,Arizona State,3
Darrell Luter Jr.,DB,SF,4/24/2000,72,190,South Alabama,3
Deommodore Lenoir,DB,SF,10/6/1999,70,200,Oregon,5
Derrick Canteen,DB,SF,4/2/2001,70,193,Cincinnati; Virginia Tech,0
Eli Apple,DB,SF,8/9/1995,73,203,Ohio State,10
Jakob Robinson,DB,SF,10/4/2000,70,181,BYU; Utah State,0
Jason Pinnock,DB,SF,6/30/1999,72,200,Pittsburgh,5
Ji'Ayir Brown,DB,SF,1/25/2000,71,202,Penn State; Lackawanna JC,3
Malik Mustapha,DB,SF,6/25/2002,70,206,Wake Forest,2
Marques Sigle,DB,SF,7/18/2002,71,199,Kansas State; North Dakota State,0
Renardo Green,DB,SF,11/9/2000,72,186,Florida State,2
Siran Neal,DB,SF,8/4/1994,72,206,Jacksonville State,8
Tre Tomlinson,DB,SF,1/10/2001,69,177,TCU,3
Upton Stout,DB,SF,1/9/2002,69,182,Western Kentucky; North Texas,0
Alfred Collins,DL,SF,10/8/2001,77,332,Texas,0
Bruce Hector,DL,SF,10/7/1994,74,296,University of South Florida,4
Bryce Huff,DL,SF,4/17/1998,75,255,Memphis,6
CJ West,DL,SF,6/12/2002,73,316,Indiana; Kent State,0
Evan Anderson,DL,SF,2/14/2002,75,326,Florida Atlantic,2
Jaylon Allen,DL,SF,,,,,
Jordan Elliott,DL,SF,11/23/1997,76,302,Missouri; Texas,6
Kalia Davis,DL,SF,10/2/1998,74,310,UCF,4
Kevin Givens,DL,SF,3/1/1997,73,285,Penn State,6
Mykel Williams,DL,SF,6/29/2004,77,267,Georgia,0
Nick Bosa,DL,SF,10/23/1997,76,266,Ohio State,7
Robert Beal Jr.,DL,SF,8/18/1999,76,250,Georgia,3
Sam Okuayinonu,DL,SF,5/1/1998,73,269,Maryland,3
Sebastian Valdez,DL,SF,8/1/2002,75,301,Washington; Montana State,0
Shakel Brown,DL,SF,12/4/1998,75,295,Troy; Itawamba JC,2
Will Bradley-King,DL,SF,12/22/1997,76,265,Baylor,1
Yetur Gross-Matos,DL,SF,2/26/1998,77,265,Penn State,6
Eddy Pineiro,K,SF,9/13/1995,71,190,Florida,8
Bryce Huff,LB,SF,4/17/1998,75,255,Memphis,6
Curtis Robinson,LB,SF,6/2/1998,75,235,Stanford,4
Dee Winters,LB,SF,10/17/2000,71,227,TCU,3
Eric Kendricks,LB,SF,2/29/1992,72,232,UCLA,11
Fred Warner,LB,SF,11/19/1996,75,230,BYU,8
Jalen Graham,LB,SF,1/11/2001,75,220,Purdue,3
Luke Gifford,LB,SF,8/28/1995,75,242,Nebraska,7
Milo Eifler,LB,SF,2/13/1998,73,228,Illinois,2
Nick Martin,LB,SF,10/13/2002,71,221,Oklahoma State,0
Stone Blanton,LB,SF,9/12/2002,74,230,Mississippi State; South Carolina,0
Tarron Jackson,LB,SF,6/22/1998,74,254,Coastal Carolina,3
Tatum Bethune,LB,SF,2/19/2001,72,230,Florida State; UCF,2
Yetur Gross-Matos,LB,SF,2/26/1998,77,265,Penn State,6
Jon Weeks,LS,SF,2/17/1986,70,242,Baylor,16
Andre Dillard,OL,SF,10/3/1995,77,315,Washington State,6
Austen Pleasants,OL,SF,8/22/1997,79,330,Ohio,1
Ben Bartch,OL,SF,7/22/1998,78,315,St. John's (MN),6
Colton McKivitz,OL,SF,8/9/1996,78,301,West Virginia,6
Connor Colby,OL,SF,1/16/2003,77,309,Iowa,0
Dominick Puni,OL,SF,2/24/2000,77,313,Kansas; Central Missouri,2
Drake Nugent,OL,SF,2/9/2001,73,300,Michigan; Stanford,1
Isaac Alarcon,OL,SF,7/27/1998,79,320,,1
Isaiah Prince,OL,SF,7/29/1997,79,305,Ohio State,5
Jake Brendel,OL,SF,9/10/1992,76,299,UCLA,8
Matt Hennessy,OL,SF,11/17/1997,75,315,Temple,6
Nick Zakelj,OL,SF,6/22/1999,78,316,Fordham,4
Spencer Burford,OL,SF,7/19/2000,76,300,Texas-San Antonio,4
Trent Williams,OL,SF,7/19/1988,77,320,Oklahoma,16
Thomas Morstead,P,SF,3/8/1986,76,225,SMU,17
Brock Purdy,QB,SF,12/27/1999,73,220,Iowa State,4
Kurtis Rourke,QB,SF,10/25/2000,76,221,Indiana,0
Mac Jones,QB,SF,9/5/1998,75,220,Alabama,5
Tanner Mordecai,QB,SF,11/8/1999,74,218,Wisconsin; SMU; Oklahoma,0
Brian Robinson,RB,SF,3/22/1999,73,225,Alabama,2
Christian McCaffrey,RB,SF,6/7/1996,71,210,Stanford,9
Isaac Guerendo,RB,SF,6/28/2000,72,221,Louisville; Wisconsin,2
Jordan James,RB,SF,3/29/2004,69,208,Oregon,0
Ke'Shawn Vaughn,RB,SF,5/4/1997,70,214,Vanderbilt; Illinois,5
Kyle Juszczyk,RB,SF,4/23/1991,74,235,Harvard,13
Patrick Taylor,RB,SF,4/29/1998,73,217,Memphis,5
Brayden Willis,TE,SF,11/11/1999,76,240,Oklahoma,3
George Kittle,TE,SF,10/9/1993,76,250,Iowa,9
Jake Tonges,TE,SF,7/8/1999,76,240,California,3
Luke Farrell,TE,SF,10/14/1997,77,250,Ohio State,5
Brandon Aiyuk,WR,SF,3/17/1998,72,200,Arizona State; Sierra JC,6
Demarcus Robinson,WR,SF,9/21/1994,73,203,Florida,10
Jacob Cowing,WR,SF,2/4/2001,69,170,Arizona; Texas-El Paso,2
Jauan Jennings,WR,SF,7/10/1997,75,212,Tennessee,5
Jordan Watkins,WR,SF,2/15/2002,71,196,Mississippi; Louisville,0
Junior Bergen,WR,SF,10/23/2002,69,184,Montana,0
Malik Knowles,WR,SF,8/17/2000,74,196,Kansas State,2
Malik Turner,WR,SF,1/30/1996,74,202,Illinois,5
Ricky Pearsall,WR,SF,9/9/2000,73,189,Florida; Arizona State,2
Russell Gage,WR,SF,1/22/1996,72,184,LSU,7
Skyy Moore,WR,SF,9/10/2000,70,195,Western Michigan,4
Terique Owens,WR,SF,9/25/1999,75,200,Missouri State; Florida Atlantic,0
Trent Taylor,WR,SF,4/30/1994,68,180,Louisiana Tech,7
Kyzir White,LB,"SF, TEN",3/24/1996,74,234,West Virginia; Lackawanna JC,8
Drew Moss,OL,"SF, TEN",5/21/2003,75,303,Colorado State; Lamar,0
Matt Gay,K,"SF, WAS",3/15/1994,72,232,Utah; Utah Valley,7
Robbie Chosen,WR,"SF, WAS",5/9/1993,75,185,Temple,9
Antoine Winfield Jr.,DB,TB,8/16/1998,69,203,Minnesota,6
Benjamin Morrison,DB,TB,3/11/2004,72,190,Notre Dame,0
Bryce Hall,DB,TB,11/5/1997,73,202,Virginia,6
Christian Izien,DB,TB,6/8/2000,70,200,Rutgers,3
JJ Roberts,DB,TB,9/22/2001,72,195,Marshall,0
Jacob Parrish,DB,TB,2/29/2004,70,198,Kansas State,0
Jamel Dean,DB,TB,10/15/1996,73,206,Auburn; Ohio State,7
JayVian Farr,DB,TB,,,,,
Josh Hayes,DB,TB,4/24/1999,72,190,Kansas State; Virginia; North Dakota State,3
Kindle Vildor,DB,TB,12/11/1997,71,189,Georgia Southern,6
Marcus Banks,DB,TB,10/8/2000,72,190,Mississippi State; Alabama,1
Rashad Wisdom,DB,TB,6/6/2001,69,210,Texas-San Antonio,1
Roman Parodie,DB,TB,,,,,
Shilo Sanders,DB,TB,,,,,
Tykee Smith,DB,TB,2/18/2001,70,202,Georgia; West Virginia,2
Will Brooks,DB,TB,,,,,
Zyon McCollum,DB,TB,5/3/1999,74,199,Sam Houston State,4
Adam Gotsis,DL,TB,9/23/1992,76,287,Georgia Tech,10
C.J. Brewer,DL,TB,11/22/1997,74,290,Coastal Carolina,2
Calijah Kancey,DL,TB,3/1/2001,72,280,Pittsburgh,3
Desmond Watson,DL,TB,1/5/2003,78,449,Florida,0
Dvon J-Thomas,DL,TB,,,,,
Elijah Roberts,DL,TB,12/24/2001,76,295,SMU; Miami,0
Eric Banks,DL,TB,1/30/1998,77,274,Texas-San Antonio,2
Greg Gaines,DL,TB,5/6/1996,73,312,Washington,7
Jason Pierre-Paul,DL,TB,1/1/1989,77,270,University of South Florida; Fort Scott CC; College of the Canyons,14
Jayson Jones,DL,TB,10/29/2001,78,340,Auburn; Oregon,0
Logan Hall,DL,TB,4/22/2000,78,283,Houston,4
Mike Greene,DL,TB,5/3/1999,75,293,James Madison,2
Nash Hutmacher,DL,TB,5/15/2001,76,310,Nebraska,0
Vita Vea,DL,TB,2/5/1995,76,347,Washington,8
Warren Peeples,DL,TB,,,,,
Chase McLaughlin,K,TB,4/9/1996,72,190,Illinois,7
Anthony Nelson,LB,TB,3/4/1997,79,271,Iowa,7
Antonio Grier,LB,TB,1/18/2000,73,230,Arkansas; University of South Florida,0
Chris Braswell,LB,TB,10/25/2001,75,255,Alabama,2
David Walker,LB,TB,6/3/2000,72,260,Central Arkansas; Southern Arkansas,0
Deion Jones,LB,TB,11/4/1994,73,222,LSU,9
Haason Reddick,LB,TB,9/22/1994,73,240,Temple,9
John Bullock,LB,TB,4/22/2001,72,230,Nebraska,0
Jose Ramirez,LB,TB,5/9/1999,74,252,Eastern Michigan,1
Lavonte David,LB,TB,1/23/1990,73,233,Nebraska; Fort Scott CC,14
Markees Watts,LB,TB,12/7/1999,73,240,Charlotte,3
Mohamed Kamara,LB,TB,6/9/2000,73,253,Colorado State,2
Nick Jackson,LB,TB,1/5/2001,72,235,Iowa; Virginia,0
SirVocea Dennis,LB,TB,3/9/2000,72,230,Pittsburgh,3
Yaya Diaby,LB,TB,5/30/1999,75,270,Louisville,3
Evan Deckers,LS,TB,2/23/1999,75,252,Duke,2
Ben Bredeson,OL,TB,2/20/1998,77,315,Michigan,6
Ben Scott,OL,TB,1/9/2001,77,310,Nebraska; Arizona State,0
Benjamin Chukwuma,OL,TB,5/8/2001,78,310,Georgia State,0
Charlie Heck,OL,TB,11/20/1996,80,311,North Carolina,6
Cody Mauch,OL,TB,1/15/1999,78,303,North Dakota State,3
Elijah Klein,OL,TB,4/8/2000,76,319,Texas-El Paso,2
Garret Greenfield,OL,TB,9/20/1999,79,320,South Dakota State,0
Graham Barton,OL,TB,6/1/2002,77,314,Duke,2
Luke Goedeke,OL,TB,11/21/1998,77,312,Central Michigan,4
Luke Haggard,OL,TB,1/3/2000,79,305,Indiana,1
Mike Jordan,OL,TB,1/25/1998,78,312,Ohio State,6
Tristan Wirfs,OL,TB,1/24/1999,77,320,Iowa,6
Tyler McLellan,OL,TB,7/21/1999,80,355,Campbell University,2
Riley Dixon,P,TB,8/24/1993,76,221,Syracuse,10
Baker Mayfield,QB,TB,4/14/1995,73,215,Oklahoma; Texas Tech,8
Connor Bazelak,QB,TB,9/22/2000,75,225,Bowling Green; Indiana; Missouri,0
Teddy Bridgewater,QB,TB,11/10/1992,74,210,Louisville,11
Bucky Irving,RB,TB,8/19/2002,70,194,Oregon; Minnesota,2
Jase McClellan,RB,TB,6/25/2002,71,212,Alabama,0
Josh Williams,RB,TB,6/9/2000,68,210,LSU,0
Owen Wright,RB,TB,2/28/1999,69,217,Monmouth; William & Mary,2
Rachaad White,RB,TB,1/12/1999,72,214,Arizona State; Mt. San Antonio; Kearney State,4
Sean Tucker,RB,TB,10/25/2001,70,205,Syracuse,3
Cade Otton,TE,TB,4/15/1999,77,247,Washington,4
Devin Culp,TE,TB,2/2/2000,76,237,Washington,2
Ko Kieft,TE,TB,1/20/1998,77,265,Minnesota,4
Payne Durham,TE,TB,6/15/2000,77,255,Purdue,3
Tanner Taula,TE,TB,12/6/1998,78,255,Illinois State,1
Chris Godwin Jr.,WR,TB,2/27/1996,73,209,Penn State,9
Dennis Houston,WR,TB,4/24/1999,73,190,Western Illinois,1
Emeka Egbuka,WR,TB,10/14/2002,73,205,Ohio State,0
Garrett Greene,WR,TB,10/12/2001,71,201,West Virginia,0
Jacob Harris,WR,TB,4/16/1997,77,211,UCF; Western Kentucky,3
Jaden Smith,WR,TB,12/13/2001,78,210,Nevada; Tarleton State; Montana State,0
Jalen McMillan,WR,TB,12/7/2001,73,192,Washington,2
Kameron Johnson,WR,TB,3/17/2002,70,170,Barton College,2
Mike Evans,WR,TB,8/21/1993,77,231,Texas A&M,12
Sterling Shepard,WR,TB,2/10/1993,70,194,Oklahoma,10
Tez Johnson,WR,TB,5/18/2002,70,165,Oregon; Troy,0
Amani Hooker,DB,TEN,6/14/1998,71,210,Iowa,7
Darrell Baker Jr.,DB,TEN,3/27/1998,73,190,Georgia Southern,3
Davion Ross,DB,TEN,,,,,
Gabe Jeudy-Lally,DB,TEN,2/16/2001,73,189,Tennessee; BYU; Vanderbilt,0
Jalyn Armour-Davis,DB,TEN,9/3/1999,73,200,Alabama,4
Jermari Harris,DB,TEN,,,,,
Joshuah Bledsoe,DB,TEN,12/30/1998,71,207,Missouri,2
Kendell Brooks,DB,TEN,3/3/2000,72,206,Michigan State; North Greenville College,1
Kevin Winston Jr.,DB,TEN,12/2/2003,74,213,Penn State,0
L'Jarius Sneed,DB,TEN,1/21/1997,73,192,Louisiana Tech,6
Marcus Harris,DB,TEN,3/6/2001,71,188,California; Idaho; Oregon State,0
Mike Brown,DB,TEN,4/7/1999,73,218,Miami (Ohio),3
Xavier Woods,DB,TEN,7/26/1995,71,200,Louisiana Tech,9
C.J. Ravenell,DL,TEN,7/7/2000,77,300,Missouri Western,1
Cam Horsley,DL,TEN,2/6/2002,75,312,Boston College,0
Carlos Watkins,DL,TEN,12/5/1993,75,305,Clemson,9
David Agoha,DL,TEN,5/18/2001,76,252,,1
Desmond Evans,DL,TEN,,,,,
Isaiah Raikes,DL,TEN,5/15/2001,73,323,Auburn; Texas A&M,0
James Lynch,DL,TEN,1/20/1999,76,295,Baylor,6
Jeffery Simmons,DL,TEN,7/28/1997,76,305,Mississippi State,7
Joe Gaziano,DL,TEN,9/27/1996,76,280,Northwestern,4
Josiah Bronson,DL,TEN,7/3/1997,75,295,Washington,2
Sebastian Joseph-Day,DL,TEN,3/21/1995,76,310,Rutgers,7
T'Vondre Sweat,DL,TEN,7/11/2001,76,366,Texas,2
T.J. Smith,DL,TEN,4/19/1997,75,300,Arkansas,1
Timmy Horne,DL,TEN,10/25/1997,76,323,Kansas State,4
Joey Slye,K,TEN,4/10/1996,71,213,Virginia Tech,7
Ali Gaye,LB,TEN,11/29/1997,78,265,LSU; Garden City CC; Arizona Western,2
Amari Burney,LB,TEN,6/19/2000,74,228,Florida,2
Anfernee Orji,LB,TEN,10/6/2000,74,230,Vanderbilt,2
Arden Key,LB,TEN,5/3/1996,77,240,LSU,8
Blake Lynch,LB,TEN,2/14/1997,75,225,Baylor,3
Cedric Gray,LB,TEN,10/30/2002,74,235,North Carolina,2
Cody Barton,LB,TEN,11/13/1996,74,237,Utah,7
Dorian Mausi,LB,TEN,3/5/2002,73,234,Auburn; Duke,0
James Williams,LB,TEN,2/15/2003,76,232,Miami,2
Jaylen Harrell,LB,TEN,5/1/2002,76,247,Michigan,2
Jihad Ward,LB,TEN,5/11/1994,77,285,Illinois; Globe Institute,10
Lorenzo Carter,LB,TEN,12/10/1995,77,264,Georgia,7
Nate Lynn,LB,TEN,7/6/2002,75,252,William & Mary,2
Oluwafemi Oladejo,LB,TEN,9/29/2003,75,259,UCLA; California,0
Morgan Cox,LS,TEN,4/26/1986,76,233,Tennessee,16
Arlington Hambright,OL,TEN,1/30/1996,77,300,Colorado,3
Blake Hance,OL,TEN,1/11/1996,77,310,Northwestern,5
Brandon Crenshaw-Dickson,OL,TEN,2/22/2001,79,316,Florida; San Diego State,0
Chandler Brewer,OL,TEN,6/21/1997,78,320,Middle Tennessee State,4
Clay Webb,OL,TEN,3/28/2000,75,290,Jacksonville State; Georgia,0
Corey Levin,OL,TEN,8/12/1994,76,307,Tennessee-Chattanooga,7
Dan Moore Jr.,OL,TEN,9/28/1998,77,315,Texas A&M,5
JC Latham,OL,TEN,2/8/2003,78,342,Alabama,2
Jackson Slater,OL,TEN,5/30/2003,75,311,Sacramento State,0
Jaelyn Duncan,OL,TEN,7/8/2000,78,306,Maryland,2
John Ojukwu,OL,TEN,1/9/1999,77,309,Boise State,2
Kevin Zeitler,OL,TEN,3/8/1990,76,332,Wisconsin,14
Lloyd Cushenberry III,OL,TEN,11/22/1997,76,315,LSU,6
Olisaemeka Udoh,OL,TEN,2/14/1997,78,320,Elon,7
Peter Skoronski,OL,TEN,7/31/2001,76,313,Northwestern,3
Johnny Hekker,P,TEN,2/8/1990,77,225,Oregon State,14
Brandon Allen,QB,TEN,9/5/1992,74,209,Arkansas,9
Cam Ward,QB,TEN,5/25/2002,74,219,Miami; Washington State; Incarnate Word,0
Trevor Siemian,QB,TEN,12/26/1991,75,220,Northwestern,9
Will Levis,QB,TEN,6/27/1999,76,229,Kentucky; Penn State,3
Jordan Mims,RB,TEN,6/16/1999,72,205,Fresno State,2
Julius Chestnut,RB,TEN,10/26/2000,71,228,Sacred Heart University,4
Kalel Mullings,RB,TEN,10/4/2002,74,226,Michigan,0
Tony Pollard,RB,TEN,4/30/1997,72,209,Memphis,7
Tyjae Spears,RB,TEN,6/15/2001,71,195,Tulane,3
Chig Okonkwo,TE,TEN,9/8/1999,75,238,Maryland,4
David Martin-Robinson,TE,TEN,12/26/1999,75,247,Temple,2
Gunnar Helm,TE,TEN,9/6/2002,77,241,Texas,0
Bryce Oliver,WR,TEN,5/19/2000,73,214,Youngstown State; Kentucky,2
Calvin Ridley,WR,TEN,12/20/1994,73,190,Alabama,7
Chimere Dike,WR,TEN,12/14/2001,73,196,Florida; Wisconsin,0
Elic Ayomanor,WR,TEN,6/3/2003,74,206,Stanford,0
James Proche,WR,TEN,9/20/1996,71,193,SMU,7
Mason Kinsey,WR,TEN,8/29/1998,71,200,Berry College,3
Matt Landers,WR,TEN,6/16/1999,76,200,Arkansas; Georgia; Toledo,1
T.J. Sheffield,WR,TEN,,,,,
Van Jefferson,WR,TEN,7/26/1996,73,200,Florida; Mississippi,6
Xavier Restrepo,WR,TEN,4/12/2002,70,202,Miami,0
Shy Tuttle,DL,"TEN, WAS",10/20/1995,75,300,Tennessee,7
Cole Turner,TE,"TEN, WAS",3/16/2000,78,240,Nevada,3
Treylon Burks,WR,"TEN, WAS",3/23/2000,74,225,Arkansas,4
Antonio Hamilton,DB,WAS,1/24/1993,72,188,South Carolina State,10
Bobby Price,DB,WAS,4/25/1998,75,208,Norfolk State,5
Car'lin Vigers,DB,WAS,8/16/2000,74,200,Louisiana-Monroe; Independence Comm. College,0
Darius Rush,DB,WAS,2/22/2000,74,198,South Carolina,2
Daryl Worley,DB,WAS,2/22/1995,73,210,West Virginia,10
Essang Bassey,DB,WAS,9/12/1998,70,190,Wake Forest,4
Jeremy Reaves,DB,WAS,8/29/1996,71,200,South Alabama,6
Jonathan Jones,DB,WAS,9/20/1993,70,185,Auburn,10
Kevon Seymour,DB,WAS,11/30/1993,72,188,USC,7
Marshon Lattimore,DB,WAS,5/20/1996,72,192,Ohio State,9
Mike Sainristil,DB,WAS,10/3/2000,70,182,Michigan,2
Noah Igbinoghene,DB,WAS,11/27/1999,71,197,Auburn,6
Percy Butler,DB,WAS,5/5/2000,72,191,Louisiana-Lafayette,4
Quan Martin,DB,WAS,4/17/2000,72,195,Illinois,3
Robert McDaniel,DB,WAS,10/18/2000,74,207,Jackson State University; Alcorn State,0
Trey Amos,DB,WAS,3/3/2002,73,190,Mississippi; Alabama; Louisiana,0
Tyler Owens,DB,WAS,5/12/2001,74,213,Texas Tech; Texas,2
Will Harris,DB,WAS,12/19/1995,73,207,Boston College,7
Carl Davis,DL,WAS,3/2/1992,77,332,Iowa,9
Daron Payne,DL,WAS,5/27/1997,75,320,Alabama,8
DeMarcus Walker,DL,WAS,9/30/1994,76,280,Florida State,9
Deatrich Wise,DL,WAS,7/26/1994,77,280,Arkansas,9
Dorance Armstrong,DL,WAS,6/10/1997,76,255,Kansas,8
Drake Jackson,DL,WAS,4/12/2001,76,273,USC,3
Eddie Goldman,DL,WAS,1/6/1994,75,320,Florida State,8
Jacob Martin,DL,WAS,12/11/1995,74,242,Temple,8
Jalyn Holmes,DL,WAS,1/25/1996,77,283,Ohio State,6
Javon Kinlaw,DL,WAS,10/3/1997,77,319,South Carolina; Jones County JC,6
Javontae Jean-Baptiste,DL,WAS,5/16/2000,76,260,Notre Dame; Ohio State,2
Jer'Zhan Newton,DL,WAS,8/31/2002,74,295,Illinois,2
Norell Pollard,DL,WAS,2/18/2000,72,260,Virginia Tech,0
Preston Smith,DL,WAS,11/17/1992,77,265,Mississippi State,11
Ricky Barber,DL,WAS,1/31/2001,75,295,UCF; Western Kentucky,0
Sheldon Day,DL,WAS,7/1/1994,73,294,Notre Dame,9
T.J. Maguranyanga,DL,WAS,12/22/2002,76,222,,0
Ale Kaho,LB,WAS,4/7/2000,74,230,UCLA; Alabama,0
Bobby Wagner,LB,WAS,6/27/1990,72,242,Utah State,14
Duke Riley,LB,WAS,8/9/1994,73,227,LSU,8
Frankie Luvu,LB,WAS,9/19/1996,75,236,Washington State,8
Jordan Magee,LB,WAS,3/24/2001,75,226,Temple,2
Kain Medrano,LB,WAS,2/16/2001,75,230,UCLA,0
Nick Bellore,LB,WAS,5/12/1989,73,250,Central Michigan,15
Von Miller,LB,WAS,3/26/1989,75,250,Texas A&M,15
Tyler Ott,LS,WAS,2/28/1992,75,253,Harvard,11
Andrew Wylie,OL,WAS,8/19/1994,77,304,Eastern Michigan,8
Brandon Coleman,OL,WAS,10/12/2000,78,320,TCU; Trinity Valley CC,2
Chris Paul,OL,WAS,11/19/1998,76,324,Tulsa,4
George Fant,OL,WAS,7/19/1992,77,296,Western Kentucky,10
Josh Conerly Jr.,OL,WAS,11/5/2003,76,315,Oregon,0
Julian Good-Jones,OL,WAS,3/2/1997,77,313,Iowa State,2
Laremy Tunsil,OL,WAS,8/2/1994,77,313,Mississippi,10
Lucas Niang,OL,WAS,8/19/1998,78,315,TCU,4
Malaesala Aumavae-Laulu,OL,WAS,5/25/1999,77,344,Oregon; Navarro,3
Nate Herbig,OL,WAS,7/10/1998,76,334,Stanford,6
Nick Allegretti,OL,WAS,4/21/1996,76,310,Illinois,7
Nick Harris,OL,WAS,11/13/1998,73,293,Washington,5
Sam Cosmi,OL,WAS,2/16/1999,78,309,Texas,5
Timothy McKay,OL,WAS,1/15/2002,76,312,North Carolina,0
Trent Scott,OL,WAS,1/25/1994,77,320,Grambling State,8
